No,Name,PTI-IND,PML-N,PPP,Total Votes,Filename
153,153,170,129,7,,
154,154,478,289,13,,
155,155,369,208,10,,
156,156,268,141,9,,
157,157,346,200,10,,
158,158,215,89,4,,
159,159,0,0,0,,
160,160,338,153,7,,
161,161,199,166,9,,
162,162,311,62,1,,
163,163,225,103,4,,
164,164,91,268,13,,
165,165,66,189,12,,
166,166,508,303,13,,
167,167,487,194,9,,
168,168,261,199,9,,
169,169,213,141,9,,
170,170,262,207,61,,
171,171,214,93,39,,
172,172,529,377,58,,
173,173,0,0,0,,
174,174,276,163,11,,
175,175,409,203,9,,
176,176,328,158,13,,
177,177,434,263,12,,
178,178,361,166,5,,
179,179,297,233,21,,
180,180,321,192,12,,
181,181,283,155,12,,
182,182,313,118,2,,
183,183,528,224,9,,
184,184,272,133,27,,
185,185,331,124,10,,
186,186,326,134,25,,
187,187,0,0,0,,
188,188,0,0,0,,
189,189,0,0,0,,
190,190,0,0,0,,
191,191,411,173,17,,
192,192,356,128,15,,
193,193,250,89,6,,
194,194,212,84,3,,
195,195,281,210,7,,
196,196,232,168,4,,
197,197,436,198,8,,
198,198,310,176,9,,
199,199,428,183,14,,
200,200,490,221,15,,
201,201,333,125,9,,
202,202,295,128,11,,
203,203,352,166,17,,
204,204,0,0,0,,
205,205,652,249,35,,
206,206,366,223,24,,
207,207,575,211,24,,
208,208,500,201,10,,
209,209,556,287,20,,
210,210,447,195,22,,
211,211,411,151,16,,
212,212,367,203,18,,
213,213,318,126,15,,
214,214,0,0,0,,
215,215,0,0,0,,
216,216,270,122,8,,
217,217,244,118,27,,
218,218,0,0,0,,
219,219,456,186,19,,
220,220,355,143,6,,
221,221,337,151,10,,
222,222,440,191,11,,
223,223,307,148,12,,
224,224,245,95,3,,
225,225,285,13,1,,
226,226,339,139,6,,
227,227,274,86,15,,
228,228,224,89,6,,
229,229,207,72,3,,
230,230,407,169,8,,
231,231,509,244,22,,
232,232,382,100,7,,
233,233,444,183,23,,
234,234,445,171,11,,
235,235,0,0,0,,
236,236,275,108,4,,
237,237,291,144,11,,
238,238,275,108,4,,
239,239,295,110,9,,
240,240,385,185,17,,
241,241,390,219,30,,
242,242,0,0,0,,
243,243,313,113,14,,
244,244,0,0,0,,
245,245,457,167,4,,
246,246,369,224,11,,
247,247,276,136,9,,
248,248,505,227,13,,
249,249,475,212,8,,
250,250,356,120,9,,
251,251,332,131,12,,
252,252,375,225,0,,
253,253,260,88,13,,
254,254,349,179,0,,
255,255,226,55,6,,
256,256,0,0,0,,
257,257,0,0,0,,
258,258,0,0,0,,
259,259,0,0,0,,
260,260,346,257,18,,
261,261,0,0,0,,
262,262,325,245,12,,
263,263,336,246,14,,
264,264,374,158,41,,
265,265,0,0,0,,
266,266,300,168,19,,
267,267,0,0,0,,
268,268,274,130,1,,
269,269,351,117,6,,
270,270,294,107,3,,
271,271,259,59,1,,
272,272,541,222,12,,
273,273,421,168,14,,
274,274,0,0,0,,
275,275,332,147,2,,
276,276,444,155,14,,
277,277,347,106,9,,
278,278,392,200,11,,
279,279,306,112,6,,
280,280,303,124,9,,
281,281,266,86,1,,
282,282,406,170,5,,
283,283,346,113,8,,
284,284,376,199,15,,
285,285,257,127,17,,
286,286,0,0,0,,
287,287,0,0,0,,
288,288,331,157,7,,
289,289,365,154,23,,
290,290,242,20,4,,
291,291,283,80,9,,
292,292,302,145,16,,
293,293,213,77,8,,
294,294,350,184,7,,
295,295,437,245,27,,
296,296,286,96,4,,
297,297,318,118,9,,
298,298,330,222,9,,
299,299,264,114,4,,
300,300,360,252,41,,
301,301,303,180,15,,
302,302,371,126,11,,
303,303,365,206,31,,
304,304,0,0,0,,
305,305,0,0,0,,
306,306,0,0,0,,
307,307,0,0,0,,
308,308,147,27,3,,
309,309,0,0,0,,
310,310,210,117,10,,
311,311,0,0,0,,
NA,NA,210,148,6,,
313,313,247,96,1,,
314,314,266,146,4,,
315,315,173,70,2,,
316,316,422,203,12,,
317,317,332,0,0,,
318,318,316,230,11,,
319,319,416,126,7,,
