No,Name,PML-N,PPP,PTI-IND,Total Votes,Filename
266,گورنمنٹ بوائز ایلیمنٹری سکول، چک نمبر 167/گ ب (مرد),449,0,285,,
267,گورنمنٹ گرلز ہائیر سیکنڈری سکول، چک نمبر 167/گ ب کٹاریاں (عورت),277,0,179,,
268,گورنمنٹ بوائز ایلیمنٹری سکول، چک نمبر 166/گ ب مالویاں (مرد),324,0,247,,
269,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 166/گ ب (عورت),0,0,0,,
270,گورنمنٹ بوائز ہائی سکول، چک نمبر 168/گ ب (مرد),343,0,313,,
271,گورنمنٹ گرلز پرائمری سکول، چک نمبر 168/گ ب (عورت),284,0,204,,
272,گورنمنٹ بوائز پرائمری سکول-I،چک نمبر 169/گ ب ٹھیکریاں (مشترکہ),300,0,258,,
273,گورنمنٹ بوائز پرائمری سکول-I،چک نمبر 169/گ ب نتھو کوٹ (مشترکہ),501,0,359,,
274,گورنمنٹ بوائز ایلیمنٹری سکول، چک نمبر 413/گ ب (مشترکہ),0,0,0,,
275,گورنمنٹ بوائز پرائمری سکول، چک نمبر 417/گ ب (مشترکہ),0,0,0,,
276,گورنمنٹ بوائز پرائمری سکول، چک نمبر 437/گ ب نور پور (مشترکہ),325,0,156,,
277,گورنمنٹ گرلز ہائی سکول، چک نمبر 437/گ ب کرول (مشترکہ),467,0,417,,
278,گورنمنٹ بوائز پرائمری سکول، چک نمبر 394/گ ب (مشترکہ),189,0,678,,
279,گورنمنٹ گرلز پرائمری سکول، چک نمبر 414/گ ب (مرد),119,0,462,,
280,گورنمنٹ گرلز پرائمری سکول، چک نمبر 414/گ ب (عورت),41,0,318,,
281,گورنمنٹ بوائز ہائی سکول، چک نمبر 440/گ ب (مرد),398,0,487,,
282,گورنمنٹ گرلز ای/سکول، چک نمبر 440/گ ب (عورت),219,0,341,,
283,گورنمنٹ بوائز پرائمری سکول، چک نمبر 139/گ ب (مرد),279,0,458,,
284,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 139/گ ب (عورت),203,0,210,,
285,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 140/گ ب (مرد),341,0,373,,
286,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 140/گ ب (عورت),244,0,319,,
287,گورنمنٹ بوائز پرائمری سکول، چک نمبر 141/گ ب (مشترکہ),232,0,346,,
288,گورنمنٹ بوائز پرائمری سکول، چک نمبر 137/گ ب (مرد),284,0,474,,
289,گورنمنٹ گرلز مڈل سکول، چک نمبر 137/گ ب (عورت),224,0,362,,
290,گورنمنٹ بوائز پرائمری سکول، چک نمبر 138/گ ب کلاں (مرد),241,0,309,,
291,گورنمنٹ گرلز پرائمری سکول، چک نمبر 138/گ ب کلاں (عورت),224,0,294,,
292,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 138/گ ب خورد (مرد),0,0,0,,
293,گورنمنٹ بوائز پرائمری سکول، چک نمبر 138/گ ب خورد (عورت),354,0,295,,
294,گورنمنٹ بوائز پرائمری سکول، چک نمبر 142/گ ب (مرد),0,0,0,,
295,گورنمنٹ گرلز مڈل سکول،. چک نمبر 142/گ ب (عورت),310,0,251,,
296,گورنمنٹ بوائز ہائی سکول، چک نمبر 143/گ ب (مرد),237,0,489,,
297,گورنمنٹ گرلز پی/سکول، چک نمبر 143/گ ب (عورت),261,0,113,,
298,گورنمنٹ بوائز پرائمری سکول، چک نمبر 470/گ ب (مرد),313,0,390,,
299,گورنمنٹ گرلز پرائمری سکول، چک نمبر 470/گ ب (عورت),0,0,0,,
300,گورنمنٹ بوائز پرائمری سکول، چک نمبر 470/گ ب (مرد),326,0,385,,
696,گورنمنٹ گرلز پرائمری سکول، چک نمبر 470/گ ب (عورت),235,0,305,,
302,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 472/گ ب (مرد),223,0,353,,
303,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 472/گ ب (عورت),189,0,308,,
304,گورنمنٹ گرلز پرائمری سکول، چک نمبر 38/گ ب (مشترکہ),410,0,218,,
305,گورنمنٹ بوائز ہائیر سیکنڈری سکول، ستیانہ (مرد),327,0,309,,
306,گورنمنٹ بوائز ہائیر سیکنڈری سکول، ستیانہ (عورت),177,0,204,,
307,گورنمنٹ گرلز ہائیر سیکنڈری سکول، چک نمبر 39/گ ب (مرد),283,0,356,,
308,گورنمنٹ گرلز ہائیر سیکنڈری سکول، چک نمبر 39/گ ب (عورت),195,0,205,,
309,گورنمنٹ بوائز ہائیر سیکنڈری سکول، ستیانہ (مرد),400,0,575,,
310,گورنمنٹ بوائز ہائیر سیکنڈری سکول، ستیانہ (عورت),0,0,0,,
311,گورنمنٹ گرلز ہائیر سیکنڈری سکول، چک نمبر 39/گ ب (مشترکہ),465,0,461,,
312,گورنمنٹ بوائز پرائمری سکول، چک نمبر 26/گ ب (مشترکہ),452,0,265,,
313,گورنمنٹ گرلز کمیونٹی ماڈل پرائمری سکول، چک نمبر 27/گ ب (مشترکہ),603,0,131,,
314,گورنمنٹ بوائز پرائمری سکول، چک نمبر 28/گ ب (مرد),331,0,200,,
315,گورنمنٹ گرلز پرائمری سکول، چک نمبر 28/گ ب (عورت),260,0,181,,
316,گورنمنٹ بوائز ہائی سکول، چک نمبر 29/گ ب (مرد),416,0,174,,
317,گورنمنٹ بوائز ہائی سکول، چک نمبر 29/گ ب (عورت),241,0,144,,
318,گورنمنٹ بوائز ہائی سکول، چک نمبر 34/گ ب (مرد),0,0,0,,
319,گورنمنٹ بوائز ہائی سکول، چک نمبر 34/گ ب (عورت),0,0,0,,
320,گورنمنٹ بوائز پرائمری سکول، چک نمبر 35/گ ب (مرد),438,0,364,,
321,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 35/گ ب (عورت),204,0,256,,
322,گورنمنٹ بوائز پرائمری سکول چک نمبر 40/گ ب (مرد),99,0,465,,
323,گورنمنٹ بوائز پرائمری سکول چک نمبر 40/گ ب (عورت),61,0,179,,
324,گورنمنٹ گرلز مڈل سکول چک نمبر 40/گ ب (مرد),0,0,0,,
325,گورنمنٹ گرلز مڈل سکول چک نمبر 40/گ ب (عورت),0,0,0,,
326,گورنمنٹ بوائز مڈل سکول چک نمبر 232/گ ب (مرد),0,0,0,,
327,گورنمنٹ گرلز مڈل سکول چک نمبر 232/گ ب (عورت),271,0,173,,
328,گورنمنٹ بوائز پرائمری سکول، چک نمبر 36/گ ب (مرد),373,0,245,,
329,گورنمنٹ گرلز مڈل سکول، چک نمبر 36/گ ب (عورت),0,0,0,,
330,گورنمنٹ گرلز پرائمری سکول، چک نمبر 37/گ ب (مرد),147,0,201,,
331,گورنمنٹ گرلز پرائمری سکول، چک نمبر 37/گ ب (عورت),0,0,0,,
332,گورنمنٹ بوائز پرائمری سکول، چک نمبر 280/گ ب (مرد),0,0,0,,
333,گورنمنٹ گرلز پرائمری سکول، چک نمبر 280/گ ب (عورت),47,0,309,,
334,گورنمنٹ بوائز پرائمری سکول، چک نمبر 281/گ ب (مرد),354,0,433,,
335,گورنمنٹ گرلز پرائمری سکول، چک نمبر 281/گ ب (عورت),41,0,499,,
336,گورنمنٹ بوائز ہائی سکول، چک نمبر 282/گ ب (مرد),10,0,310,,
337,گورنمنٹ گرلز مڈل سکول، چک نمبر 282/گ ب (عورت),54,0,337,,
338,گورنمنٹ پرائمری سکول چک نمبر 273/گ ب (مرد),28,0,274,,
339,گورنمنٹ گرلز ایلیمنٹری سکول، چک نمبر 273/گ ب (عورت),197,0,304,,
340,گورنمنٹ بوائز ایلیمنٹری سکول، چک نمبر 274/گ ب (مرد),0,0,0,,
341,گورنمنٹ گرلز پرائمری سکول، چک نمبر 274/گ ب (عورت),93,0,180,,
342,گورنمنٹ بوائز ہائی سکول، چک نمبر 275/گ ب (مرد),252,0,322,,
343,گورنمنٹ گرلز پرائمری سکول، چک نمبر 275/گ ب (عورت),147,0,220,,
345,گورنمنٹ گرلز پرائمری سکول، چک نمبر 276/گ ب (عورت),144,0,559,,
346,گورنمنٹ بوائز پرائمری سکول، چک نمبر 278/گ ب (مرد),0,0,0,,
347,گورنمنٹ گرلز پرائمری سکول، چک نمبر 278/گ ب (عورت),17,0,51,,
348,گورنمنٹ بوائز ایلیمنٹری سکول، چک نمبر 279/گ ب (مرد),0,0,0,,
349,گورنمنٹ گرلز پرائمری سکول، چک نمبر 279/گ ب (عورت),0,0,0,,
350,گورنمنٹ بوائز پرائمری سکول، چک نمبر 283/گ ب (مرد),0,0,0,,
351,گورنمنٹ بوائز پرائمری سکول، چک نمبر 283/گ ب (مشترکہ),127,0,122,,
352,بیسک ہیلتھ یونٹ چک نمبر 283/گ ب (عورت),0,0,0,,
353,گورنمنٹ بوائز پرائمری سکول، چک نمبر 283/گ ب منڈی روڈالہ (مرد),0,0,0,,
354,گورنمنٹ گرلز ہائی سکول، چک نمبر 283/گ ب منڈی روڈالہ (عورت),393,0,210,,
355,گورنمنٹ بوائز پرائمری سکول، چک نمبر 375/گ ب-I دربار والا (مشترکہ),0,0,0,,
356,گورنمنٹ بوائز ہائی سکول، چک نمبر 376/گ ب (مرد),70,0,198,,
357,گورنمنٹ بوائز ہائی سکول، چک نمبر 376/گ ب (عورت),0,0,0,,
358,گورنمنٹ بوائز پرائمری سکول، چک نمبر 272/گ ب (مرد),0,0,0,,
359,گورنمنٹ گرلز پرائمری سکول، چک نمبر 272/گ ب (عورت),55,0,334,,
360,گورنمنٹ بوائز ہائی سکول، چک نمبر 374/گ ب (مرد),0,0,0,,
361,گورنمنٹ گرلز پرائمری سکول، چک نمبر 374/گ ب (عورت),170,0,350,,
362,گورنمنٹ بوائز مڈل سکول، چک نمبر 229/گ ب (مرد),0,0,0,,
363,گورنمنٹ بوائز مڈل سکول، چک نمبر 229/گ ب (عورت),128,0,239,,
364,گورنمنٹ گرلز مڈل سکول، چک نمبر 230/گ ب (مرد),112,0,205,,
365,گورنمنٹ گرلز مڈل سکول، چک نمبر 230/گ ب (عورت),36,0,389,,
366,گورنمنٹ بوائز پرائمری سکول، چک نمبر 231/گ ب (مشترکہ),0,0,0,,
367,گورنمنٹ بوائز ہائی سکول، چک نمبر 170/گ ب (مرد),284,0,400,,
368,گورنمنٹ گرلز ہائی سکول، چک نمبر 170/گ ب (عورت),0,0,0,,
369,گورنمنٹ بوائز ایلیمنٹری سکول، چک نمبر 171/گ ب (مرد),394,0,292,,
370,گورنمنٹ گرلز مڈل سکول، چک نمبر 171/گ ب (عورت),203,0,209,,
371,گورنمنٹ بوائز ہائی سکول، چک نمبر 172/گ ب (مرد),274,0,289,,
372,گورنمنٹ شاہد اقبال (شہید) گرلز ہائی سکول، چک نمبر۔172/گ ب (عورت),227,0,232,,
373,گورنمنٹ بوائز ہائی سکول، چک نمبر 172/گ ب (مرد),95,0,202,,
374,گورنمنٹ گرلز مڈل سکول، چک نمبر 172/گ ب (عورت),315,0,461,,
375,گورنمنٹ بوائز پرائمری سکول، چک نمبر 173/گ ب (مرد),135,0,266,,
376,گورنمنٹ گرلز پرائمری سکول، چک نمبر 173/گ ب (عورت),259,0,337,,
377,گورنمنٹ بوائز پرائمری سکول، چک نمبر 277/گ ب (مرد),183,0,551,,
378,گورنمنٹ گرلز پرائمری سکول، چک نمبر 277/گ ب (عورت),133,0,336,,
